The Raven Remastered,['Adventure'],['THQ Nordic'],['6.3 GB'],"['January 22, 2019']",74,6.6,"['English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$14.99', '-50%']}"
Super Mario Odyssey,"['Platformer, Action']",['Nintendo'],['5.612 GB'],"['October 27, 2017']",97,8.9,"['Japanese, English, Spanish, French, German, Italian, Dutch, Russian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$44.99', '-25%'], 'Target': ['Physical', '$44.99', '-25%'], 'Walmart': ['Physical', '$44.99', '-25%']}"
Rain City,"['Adventure, Puzzle, Simulation']",['ORENDA'],['1.215 GB'],"['June 27, 2019']",tbd,tbd,"['Japanese, English, Spanish, French, German, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.45', '-41%']}"
Octopath Traveler,"['Role-Playing, Adventure']",['Nintendo'],['3.118 GB'],"['July 13, 2018']",83,8.5,"['Japanese, English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$49.94', '-17%'], 'Walmart': ['Physical', '$49.94', '-17%']}"
What Remains of Edith Finch,"['Adventure, Indie']",['Annapurna Interactive'],['2.28 GB'],"['July  4, 2019']",88,7.8,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-50%']}"
1-2-Switch,"['Action, Party, Multiplayer']",['Nintendo'],['1.397 GB'],"['March  3, 2017']",58,4.8,"['Japanese, English, Spanish, French, German, Italian, Dutch, Russian']","['TV, Tabletop']","{'Amazon.com': ['Digital Download', '$35.88', '-28%'], 'Walmart': ['Digital Download', '$35.88', '-28%']}"
RIVE: Ultimate Edition,"['Action, Arcade, Platformer, Action']",['Two Tribes Publishing'],['861 MB'],"['NA/EU', 'November 17, 2017JP', 'December 14, 2017']",82,7.8,"['Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-87%']}"
Rooms: The Adventure of Anne & George,"['Puzzle, Adventure']",['ORENDA'],['2.955 GB'],"['September 26, 2018']",tbd,tbd,"['Japanese, English, Spanish, French, German, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.90', '-61%']}"
Yono and the Celestial Elephants,"['Adventure, Puzzle, Role-Playing, Indie']",['Plug In Digital'],['1.156 GB'],"['NA/EU', 'October 12, 2017JP', 'May  3, 2018']",73,6.8,"['English, Spanish, French, German']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Digital Download', '$14.99', '-25%'], 'Best Buy': ['Digital Download', '$14.99', '-25%'], 'GameStop': ['Digital Download', '$14.99', '-25%'], 'Humble Store': ['Digital Download', '$14.99', '-25%'], 'Target': ['Digital Download', '$14.99', '-25%'], 'Walmart': ['Digital Download', '$14.99', '-25%']}"
BDSM: Big Drunk Satanic Massacre,"['Action, Role-Playing, Action, Party']",['Big Way'],['4.056 GB'],"['NA/EU', 'October 10, 2019JP', 'June 18, 2020']",tbd,tbd,"['English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$15.99', '-20%']}"
LEGO NINJAGO Movie Video Game,['Action'],['WB Games'],['7.621 GB'],"['NA', 'September 22, 2017EU', 'October 18, 2017JP', 'October 19, 2017']",66,6.6,"['English, Spanish, French, German, Italian, Dutch']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$12.49', '-75%']}"
Piczle Colors,"['Puzzle, Training, Action']",['Rainy Frog'],['398 MB'],"['January 31, 2019']",tbd,tbd,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.60', '-70%']}"
LEGO Harry Potter Collection,"['Adventure, Action']",['WB Games'],['12.13 GB'],"['October 30, 2018']",73,7.8,"['Spanish, French, English, German, Italian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$12.49', '-75%']}"
Glass Masquerade 2: Illusions,['Puzzle'],['Digerati'],['489 MB'],"['February 13, 2020']",tbd,tbd,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-50%']}"
In Other Waters,['Adventure'],['Fellow Traveller'],['911 MB'],"['April  3, 2020']",78,6.5,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$11.24', '-25%']}"
Decay of Logos,"['Adventure, Role-Playing, Action']",['Rising Star Games'],['3.716 GB'],"['November 28, 2019']",tbd,5.8,"['Japanese, English, Portuguese, Spanish, French, German']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-50%']}"
AngerForce: Reloaded,"['Role-Playing, Adventure, Action, Arcade']",['indienova'],['2.094 GB'],"['NA', 'April  2, 2019EU', 'April  4, 2019JP', 'April  4, 2019']",73,7.2,"['Japanese, English, Spanish, French, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$6.99', '-30%']}"
The Legend of Dark Witch,"['Action, Adventure']",['INSIDE SYSTEM'],['1.755 GB'],"['October 24, 2019']",tbd,tbd,"['Japanese, English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.59', '-20%']}"
AO Tennis 2,"['Sports, Simulation, Multiplayer']",['Nacon'],['8.15 GB'],"['NA/EU', 'February 11, 2020JP', 'May 14, 2020']",64,7.0,"['English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$9.99', '-83%']}"
The Walking Vegetables: Radical Edition,"['Arcade, Action, Action']",['Merge Games'],['265 MB'],"['November  8, 2018']",tbd,tbd,"['English, Spanish, French, German']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.94', '-85%']}"
Tamashii,"['Puzzle, Arcade']",['Digerati'],['127 MB'],"['December 25, 2019']",tbd,tbd,"['English, Portuguese']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-50%']}"
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,"['Strategy, Simulation, Board Game, Puzzle']",['Konami'],['1.712 GB'],"['August 20, 2019']",79,8.0,"['Japanese, English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$28.80', '-28%']}"
Yoshi’s Crafted World,"['Action, Platformer']",['Nintendo'],['5.608 GB'],"['March 29, 2019']",79,8.0,"['Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$39.99', '-33%'], 'Best Buy': ['Physical', '$39.99', '-33%'], 'Walmart': ['Physical', '$39.99', '-33%']}"
Pro Controller,[],[],[],"['March  3, 2017']",[],[],[],[],"{'Amazon.com': ['Physical', '$59.00', '-16%'], 'Walmart': ['Physical', '$59.00', '-16%']}"
Outbuddies DX,"['Platformer, Puzzle, Action, Multiplayer']",['Headup Games'],['539 MB'],"['NA/EU', 'June  5, 2020JP', 'August 20, 2020']",70,7.5,"['English, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$8.09', '-55%']}"
Aery - Little Bird Adventure,"['Adventure, Simulation, Racing, Puzzle']",['EpiXR'],['887 MB'],"['June 18, 2020']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.98', '-43%']}"
Borderlands Legendary Collection,"['Action, First-Person, Role-Playing']",['Take-Two Interactive'],['21.534 GB'],"['May 29, 2020']",82,8.3,"['English, German, French, Spanish, Italian, Japanese']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$29.83', '-40%'], 'Walmart': ['Physical', '$29.83', '-40%']}"
Dead End Job,"['Action, Action, Arcade']",['Headup Games'],['1.41 GB'],"['December 13, 2019']",55,tbd,"['Japanese, English, French, Spanish, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$7.64', '-55%']}"
Hexagroove: Tactical DJ,"['Music, Strategy, Action, Party']",['Ichigoichie'],['979 MB'],"['NA/EU', 'October  3, 2019JP', 'December 19, 2019']",75,7.5,"['Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$22.49', '-25%']}"
Stick It to The Man,"['Platformer, Puzzle, Adventure']",['Zoink Games'],['864 MB'],"['November 23, 2017']",74,6.2,"['Japanese, English, French, Spanish, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.39', '-80%']}"
Omega Strike,"['Arcade, Action, Action']",['Digerati'],['83 MB'],"['December 24, 2018']",tbd,tbd,"['English, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.74', '-75%']}"
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,"['Party, Puzzle, Board Game']",['Ubisoft'],[],"['October 30, 2018']",tbd,tbd,[],[],"{'Target': ['Physical', '$19.99', '-50%']}"
Trials of Mana,"['Role-Playing, Action']",['SQUARE ENIX'],['10.663 GB'],"['April 24, 2020']",74,7.8,"['Japanese, English, Spanish, French, German']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$34.88', '-30%'], 'Nintendo eShop': ['Digital Download', '$34.99', '-30%']}"
ANIMUS: Harbinger,"['Action, Role-Playing, Arcade, Fighting']",['TROOOZE'],['2.079 GB'],"['NA/EU', 'November  7, 2019JP', 'December 12, 2019']",tbd,6.9,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.99', '-50%']}"
SNK HEROINES Tag Team Frenzy,"['Fighting, Action']",['NIS America'],['14.991 GB'],"['September  7, 2018']",60,6.6,"['Japanese, English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$24.00', '-52%']}"
TRANSFORMERS: BATTLEGROUNDS,"['Arcade, Strategy']",['Outright Games'],['3.432 GB'],"['October 23, 2020']",tbd,tbd,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$33.88', '-15%'], 'Walmart': ['Physical', '$33.88', '-15%']}"
PowerA Joy-Con Charging Dock,[],[],[],"['March  4, 2017']",[],[],[],[],"{'Walmart': ['Physical', '$19.88', '-34%'], 'Amazon.com': ['Physical', '$19.99', '-33%'], 'Best Buy': ['Physical', '$19.99', '-33%']}"
Flipping Death,"['Adventure, Puzzle, Platformer, Indie']",['Zoink Games'],['2.851 GB'],"['August  7, 2018']",83,7.9,"['English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.99', '-80%']}"
JUMANJI: The Video Game,"['Action, Adventure, Role-Playing, Action']",['Outright Games'],['922 MB'],"['NA', 'November  8, 2019EU', 'December  6, 2019']",tbd,2.3,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$33.88', '-15%']}"
SNK 40th ANNIVERSARY COLLECTION,"['Arcade, Action, Action, Adventure']",['NIS America'],['1.15 GB'],"['NA', 'November 13, 2018EU', 'November 23, 2018']",78,7.7,"['Japanese, English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$24.97', '-38%']}"
Slay the Spire,"['Strategy, Role-Playing, Adventure, Indie']",['Humble Games'],['537 MB'],"['June  6, 2019']",85,8.2,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Target': ['Physical', '$19.99', '-20%']}"
Super One More Jump,"['Arcade, Platformer, Party']",['SMG Studio'],['125 MB'],"['January 25, 2018']",81,8.4,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$0.98', '-86%']}"
Bot Vice,"['Adventure, Action, Arcade']",['DYA GAMES'],['164 MB'],"['April 11, 2019']",tbd,tbd,"['Japanese, English, Portuguese, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']",{}
Langrisser I & II,"['Strategy, Role-Playing, Adventure']",['NIS America'],['1.647 GB'],"['NA/JP', 'March 10, 2020EU', 'March 20, 2020']",76,7.6,"['Japanese, English, Korean, Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$36.97', '-26%']}"
Garfield Kart Furious Racing,['Racing'],['Microids'],['2.664 GB'],"['November 19, 2019']",tbd,7.6,"['English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Target': ['Physical', '$24.49', '-18%']}"
Stranded Sails - Explorers of the Cursed Islands,"['Adventure, Role-Playing, Simulation']",['Merge Games'],['1.685 GB'],"['NA/EU', 'October 17, 2019JP', 'November  7, 2019']",57,6.6,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$19.99', '-20%']}"
Clue: The Classic Mystery Game,"['Board Game, Strategy, Puzzle, Multiplayer']",['Marmalade Game Studio'],['1.531 GB'],"['December 15, 2018']",66,tbd,"['Japanese, English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$14.99', '-50%']}"
Outlast: Bundle of Terror,"['Adventure, Action']",['Red Barrels'],['5.751 GB'],"['February 27, 2018']",77,8.0,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$6.24', '-75%']}"
Scribblenauts Mega Pack,"['Adventure, Puzzle']",['WB Games'],['1.916 GB'],"['September 18, 2018']",76,7.8,"['English, Spanish, French, German, Italian, Dutch, Portuguese']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-75%']}"
SAINTS ROW: THE THIRD - THE FULL PACKAGE,['Action'],['Koch Media'],['7.174 GB'],"['May 10, 2019']",70,5.8,"['English, Spanish, French, German, Italian, Dutch, Russian']","['TV, Tabletop, Handheld']","{'Best Buy': ['Physical', '$29.99', '-25%'], 'GameStop': ['Physical', '$29.99', '-25%']}"
Party Crashers,"['Racing, Party, Arcade, Sports']",['Giant Margarita'],['1.12 GB'],"['October  4, 2018']",tbd,tbd,"['English, Spanish, French, German, Italian, Portuguese']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-87%']}"
Saints Row IV: Re-Elected,"['Action, Action']",['Koch Media'],['8.554 GB'],"['March 27, 2020']",71,7.2,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$27.99', '-30%'], 'Walmart': ['Physical', '$27.99', '-30%']}"
Mega Man Legacy Collection 2,"['Action, Platformer']",['Capcom'],['3.23 GB'],"['NA/EU', 'May 22, 2018JP', 'May 24, 2018']",77,8.2,"['Japanese, English, Spanish, French, German, Italian, Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-50%']}"
State of Mind,['Adventure'],['Daedalic'],['7.179 GB'],"['NA/EU', 'August 15, 2018JP', 'November  8, 2018']",63,7.3,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.99', '-90%']}"
The Office Quest,"['Adventure, Puzzle']",['11Sheep'],['743 MB'],"['January 17, 2019']",tbd,tbd,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.59', '-70%']}"
Wide Ocean Big Jacket,"['Adventure, Indie']",['Tender Claws'],['915 MB'],"['February  4, 2020']",79,7.7,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.19', '-60%']}"
LEGO Worlds,"['Adventure, Puzzle']",['WB Games'],['2.94 GB'],"['NA/EU', 'September  5, 2017JP', 'November 22, 2017']",59,6.9,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$8.99', '-70%']}"
Outlast 2,"['Action, Adventure']",['Red Barrels'],['9.665 GB'],"['March 27, 2018']",79,7.9,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$7.49', '-75%']}"
Darksiders Warmastered Edition,"['Action, Adventure']",['THQ Nordic'],['13.172 GB'],"['NA/EU', 'April  2, 2019JP', 'April 25, 2019']",77,7.5,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$14.99', '-50%']}"
Heaven Dust,"['Adventure, Puzzle, Action']",['indienova'],['808 MB'],"['NA/EU', 'February 27, 2020JP', 'August 27, 2020']",tbd,tbd,"['English, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.59', '-30%']}"
Braveland Trilogy,"['Strategy, Role-Playing, Adventure, Party']",['Ellada Games'],['374 MB'],"['March  7, 2019']",61,tbd,"['English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.74', '-75%']}"
New Super Mario Bros. U Deluxe,"['Platformer, Action']",['Nintendo'],['2.512 GB'],"['January 11, 2019']",80,7.0,"['Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Best Buy': ['Physical', '$39.99', '-33%']}"
Donkey Kong Country: Tropical Freeze,"['Platformer, Action']",['Nintendo'],['6.672 GB'],"['May  4, 2018']",86,8.6,"['English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$44.99', '-25%'], 'Best Buy': ['Physical', '$44.99', '-25%'], 'Target': ['Physical', '$44.99', '-25%'], 'Walmart': ['Physical', '$44.99', '-25%']}"
Ellen,"['Adventure, Platformer, Action, Puzzle']",['JanduSoft'],['627 MB'],"['September 13, 2019']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']",{}
Gear.Club Unlimited 2,"['Racing, Simulation, Sports, Multiplayer']",['Microids'],['4.754 GB'],"['NA/EU', 'December  4, 2018JP', 'December 13, 2018']",57,5.3,"['English, Spanish, French, German, Italian, Dutch, Portuguese, Russian']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$30.63', '-23%']}"
The Red Lantern,"['Indie, Adventure, Simulation']",['Timberline Studio'],['4.89 GB'],"['October 22, 2020']",65,5.8,"['Japanese, English']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$19.99', '-20%']}"
Call of Juarez: Gunslinger,"['Arcade, Action, First-Person']",['Techland'],['2.656 GB'],"['December 10, 2019']",72,7.9,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$11.99', '-40%']}"
Depixtion,"['Education, Puzzle, Strategy, Lifestyle']",['DevHour Games'],['106 MB'],"['NA', 'February 28, 2020EU', 'April 10, 2020']",78,7.5,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-75%']}"
Kombat Pack 1,[],['WB Games'],['52 MB'],"['April 22, 2019']",tbd,tbd,[],[],"{'Nintendo eShop': ['Digital Download', '$9.99', '-50%']}"
Jeopardy!,"['Education, Puzzle, Party']",['Ubisoft'],['595 MB'],"['NA', 'October 30, 2018EU', 'March 24, 2020']",tbd,tbd,"['English, French']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$7.99', '-60%']}"
Joy-Con (L/R) – Neon Red/Neon Blue,[],[],[],"['March  3, 2017']",[],[],[],[],"{'Amazon.com': ['Physical', '$69.00', '-14%'], 'Walmart': ['Physical', '$69.00', '-14%']}"
Mortal Kombat 11: Aftermath Kollection,[],['WB Games'],['31.479 GB'],"['May  7, 2020']",tbd,7.0,[],[],"{'Amazon.com': ['Physical', '$44.65', '-26%'], 'Walmart': ['Physical', '$44.65', '-26%'], 'Best Buy': ['Physical', '$44.99', '-25%']}"
Tokyo Mirage Sessions #FE Encore,['Role-Playing'],['Nintendo'],['11.269 GB'],"['January 17, 2020']",81,6.2,"['Japanese, English, French, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Best Buy': ['Physical', '$39.99', '-33%']}"
Neon City Riders,"['Action, Adventure, Fighting']",['Bromio'],['734 MB'],"['March 12, 2020']",61,tbd,"['English, Spanish']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$13.99', '-30%']}"
Trailblazers,"['Racing, Sports']",['Rising Star Games'],['1.328 GB'],"['November 15, 2018']",62,7.8,"['Japanese, English, Spanish, French, German, Italian, Portuguese']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-80%']}"
Uncanny Valley,"['Action, Adventure']",['Digerati'],['238 MB'],"['December 25, 2018']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.49', '-75%']}"
BATTLESHIP,"['Board Game, Strategy, Multiplayer']",['Marmalade Game Studio'],['482 MB'],"['July 24, 2019']",tbd,tbd,"['English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-50%']}"
WARRIORS OROCHI 4 Ultimate,[],['KOEI TECMO EUROPE'],['14.512 GB'],"['January 17, 2020']",70,6.8,[],[],"{'GameStop': ['Physical', '$29.99', '-50%']}"
Battle Princess Madelyn Royal Edition,"['Arcade, Action']",['Causal Bit Games'],['726 MB'],"['April  9, 2020']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.74', '-75%']}"
Zenith,"['Adventure, Role-Playing, Action']",['BLG Publishing'],['6.299 GB'],"['September 20, 2019']",tbd,tbd,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$7.49', '-50%']}"
Neverwinter Nights: Enhanced Edition,"['Role-Playing, Adventure']",['Beamdog'],['5.342 GB'],"['December  3, 2019']",56,5.8,['English'],"['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$19.99', '-60%']}"
Battle Worlds: Kronos,['Strategy'],['THQ Nordic'],['2.477 GB'],"['June 11, 2019']",60,tbd,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$24.99', '-17%'], 'Walmart': ['Physical', '$24.99', '-17%']}"
Peaky Blinders: Mastermind,"['Adventure, Puzzle']",['Curve Digital'],['1.378 GB'],"['August 20, 2020']",66,tbd,"['Japanese, Portuguese, English, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']",{}
Nintendo Labo Toy-Con 03: Vehicle Kit,[],[],[],"['September 14, 2018']",69,7.2,[],[],"{'Target': ['Physical', '$33.99', '-51%']}"
Bargain Hunter,"['Simulation, Lifestyle, Strategy']",['Silver Cow Studio'],['150 MB'],"['March 15, 2019']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$8.74', '-30%']}"
Agent A: A puzzle in disguise,"['Adventure, Puzzle']",['YAK'],['470 MB'],"['August 29, 2019']",79,7.7,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-90%']}"
DreamWorks Dragons Dawn of New Riders,['Adventure'],['Outright Games'],['669 MB'],"['February 15, 2019']",66,6.0,"['English, Spanish, French, German, Italian, Portuguese']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$19.78', '-51%'], 'Walmart': ['Physical', '$19.83', '-50%']}"
Syberia 2,"['Adventure, Puzzle']",['Microids'],['1.346 GB'],"['NA/EU', 'November 30, 2017JP', 'December 20, 2018']",68,6.2,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.49', '-95%']}"
Pokkén Tournament DX,"['Fighting, Action']",['Nintendo'],['3.968 GB'],"['September 22, 2017']",79,7.6,"['Japanese, English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Target': ['Physical', '$49.99', '-17%']}"
SteamWorld Dig 2,"['Action, Platformer, Adventure, Puzzle, Indie']",['Image & Form International'],['275 MB'],"['NA/EU', 'September 21, 2017JP', 'November 23, 2017']",88,8.6,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$7.99', '-60%']}"
Hollow,"['Adventure, First-Person']",['Forever Entertainment'],['2.266 GB'],"['NA/EU', 'February 22, 2018JP', 'December  6, 2018']",36,4.6,"['English, Spanish, French, German, Italian, Portuguese, Russian']","['TV, Tabletop, Handheld']",{}
Azure Reflections,['Action'],['Phoenixx'],['3.372 GB'],"['August 30, 2018']",69,7.0,"['Japanese, English, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$12.49', '-50%']}"
MONOPOLY,"['Board Game, Strategy']",['Ubisoft'],['3.628 GB'],"['NA/EU', 'October 31, 2017JP', 'November  9, 2017']",53,5.7,"['Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-75%']}"
