Heart&Slash,"['Action, Adventure, Role-Playing, Fighting']",['Badland Games'],['1.571 GB'],"['NA', 'December 21, 2017EU', 'December 23, 2017']",tbd,6.3,"['English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.94', '-67%']}"
Cloudpunk,"['Adventure, Action']",['Merge Games'],['3.385 GB'],"['October 15, 2020']",48,2.4,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$19.99', '-20%']}"
Children of Morta,"['Action, Role-Playing']",['11 bit studios'],['2.229 GB'],"['November 20, 2019']",80,8.3,"['English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$12.99', '-41%']}"
CONTRA: ROGUE CORPS,"['Action, Platformer, Multiplayer']",['Konami'],['4.296 GB'],"['NA', 'September 24, 2019EU', 'September 26, 2019JP', 'September 26, 2019']",42,4.8,"['English, Spanish, French, Portuguese, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional), Dutch, Russian']","['TV, Tabletop, Handheld']","{'Best Buy': ['Physical', '$19.99', '-50%'], 'Target': ['Physical', '$19.99', '-50%']}"
Aggelos,"['Adventure, Action, Role-Playing, Platformer']",['PQube'],['234 MB'],"['NA/EU', 'April 25, 2019JP', 'July 30, 2020']",79,7.7,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-60%']}"
Wolfenstein: Youngblood,"['Action, Adventure, First-Person, Multiplayer']",['Bethesda Softworks'],['24.714 GB'],"['July 26, 2019']",66,3.5,"['English, French, Spanish, Russian, Chinese (Traditional), Korean']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$25.97', '-13%']}"
DRAGON QUEST BUILDERS 2,"['Action, Role-Playing']",['Nintendo'],['1.793 GB'],"['July 12, 2019']",85,8.3,"['English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Best Buy': ['Physical', '$44.99', '-25%']}"
The Eyes of Ara,"['Puzzle, Adventure']",['100 Stones Interactive'],['482 MB'],"['October 15, 2019']",75,7.8,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Handheld']","{'Nintendo eShop': ['Digital Download', '$8.24', '-45%']}"
Merchant of the Skies,"['Strategy, Simulation, Adventure']",['AbsoDev'],['328 MB'],"['July 30, 2020']",tbd,tbd,"['English, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.89', '-34%']}"
SteamWorld Heist: Ultimate Edition,"['Action, Strategy, Action, Role-Playing']",['Image & Form International'],['261 MB'],"['NA/EU', 'December 28, 2017JP', 'July 12, 2018']",91,8.5,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.99', '-75%']}"
Castle of Heart,"['Platformer, Action, Adventure']",['7Levels'],['3.113 GB'],"['NA/EU', 'March 23, 2018JP', 'November 29, 2018']",53,7.1,"['English, Spanish, French, German, Italian, Portuguese']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$0.99', '-93%']}"
Power Rangers: Battle for the Grid - Collector's Edition,[],['nWay'],['1.633 GB'],"['March 27, 2019']",tbd,tbd,[],[],"{'Amazon.com': ['Physical', '$29.88', '-25%'], 'Walmart': ['Physical', '$29.88', '-25%'], 'GameStop': ['Physical', '$29.99', '-25%']}"
Joy-Con (L/R) – Neon Purple/Neon Orange,[],[],[],"['October  4, 2019']",[],[],[],[],"{'Amazon.com': ['Physical', '$69.00', '-14%'], 'Walmart': ['Physical', '$69.00', '-14%']}"
Just Dance 2018,['Party'],['Ubisoft'],['6.994 GB'],"['October 26, 2017']",71,5.8,"['English, Spanish, French, German, Italian, Dutch, Portuguese, Russian']","['TV, Tabletop']","{'Amazon.com': ['Digital Download', '$24.99', '-38%']}"
Gigantosaurus The Game,"['Adventure, Racing']",['Outright Games'],['1.885 GB'],"['March 27, 2020']",60,tbd,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$19.93', '-50%'], 'GameStop': ['Physical', '$19.99', '-50%'], 'Target': ['Physical', '$19.99', '-50%']}"
RDS Traveler System Case,[],[],[],"['March  3, 2017']",[],[],[],[],"{'Target': ['Physical', '$20.99', '-48%']}"
Even the Ocean,"['Adventure, Platformer, Role-Playing']",['Ratalaika Games'],['446 MB'],"['August 21, 2020']",tbd,tbd,"['English, Spanish, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$11.24', '-25%']}"
Baldur's Gate and Baldur's Gate II: Enhanced Editions,"['Role-Playing, Adventure']",['Beamdog'],['6.203 GB'],"['October 15, 2019']",73,tbd,"['English, French, German']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$36.66', '-27%']}"
SuperMash,"['Arcade, Simulation, Platformer, Role-Playing']",['Digital Continue'],['2.13 GB'],"['May  8, 2020']",51,4.7,"['English, Portuguese, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-90%']}"
Edna & Harvey: Harvey's New Eyes,['Adventure'],['Daedalic'],['874 MB'],"['August 14, 2019']",tbd,tbd,"['English, German, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$6.99', '-65%']}"
RISK Global Domination,"['Strategy, Board Game, Party, Multiplayer']",['Ubisoft'],['1.879 GB'],"['October 30, 2018']",tbd,3.4,"['Japanese, English, Spanish, French, German, Dutch, Portuguese, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-50%']}"
Just Dance 2020,"['Music, Party, Multiplayer']",['Ubisoft'],['7.348 GB'],"['NA/EU', 'November  5, 2019JP', 'March 12, 2020']",74,6.3,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$19.99', '-50%']}"
Shift Happens,"['Platformer, Action, Puzzle, Multiplayer']",['Daedalic'],['4.704 GB'],"['October 10, 2018']",tbd,tbd,"['English, Spanish, French, German, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.99', '-80%']}"
The MISSING: J.J. Macfield and the Island of Memories,"['Action, Adventure']",['Arc System Works'],['4.512 GB'],"['NA/JP', 'October 11, 2018EU', 'October 31, 2018']",74,6.4,"['Japanese, English, Korean, Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$10.20', '-66%']}"
Archaica: The Path Of Light,"['Puzzle, Board Game, Strategy']",['Drageus Games'],['1.57 GB'],"['April 24, 2020']",tbd,tbd,"['English, French, Spanish, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.94', '-67%']}"
Hasbro Game Night,"['Party, Board Game, Multiplayer, Strategy']",['Ubisoft'],[],"['October 30, 2018']",tbd,7.0,[],[],"{'Target': ['Physical', '$19.99', '-67%'], 'Walmart': ['Physical', '$19.99', '-67%']}"
Cytus α,"['Music, Action']",['Flyhigh Works'],['2.28 GB'],"['April 25, 2019']",81,8.0,"['Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$42.00', '-16%']}"
Paradise Killer,"['Adventure, Puzzle, Role-Playing']",['Fellow Traveller'],['2.494 GB'],"['September  4, 2020']",82,7.0,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$15.99', '-20%']}"
Our World Is Ended.,['Adventure'],['PQube'],['3.206 GB'],"['April 18, 2019']",59,6.9,"['Japanese, English']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$42.78', '-14%']}"
Climbros,"['Arcade, Action, Platformer']",['Ultimate Games'],['452 MB'],"['May 29, 2020']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.97', '-70%']}"
PowerA Enhanced Wireless Controller - Princess Zelda,[],[],[],"['October 31, 2018']",[],[],[],[],"{'Amazon.com': ['Physical', '$34.99', '-30%']}"
Elden: Path of the Forgotten,"['Adventure, Action, Role-Playing']",['Another Indie Studio'],['784 MB'],"['July  9, 2020']",63,tbd,"['Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$10.39', '-35%']}"
Super Mutant Alien Assault,['Action'],['Fellow Traveller'],['100 MB'],"['July 12, 2019']",74,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-80%']}"
Scribblenauts Showdown,"['Party, Multiplayer']",['WB Games'],['1.662 GB'],"['NA', 'March  6, 2018EU', 'March  9, 2018']",47,4.5,"['English, Spanish, French, German, Italian, Dutch, Portuguese']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$9.99', '-75%']}"
The Jackbox Party Pack 3,"['Party, Indie']",['Jackbox Games'],['1.556 GB'],"['April 13, 2017']",81,7.8,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$16.24', '-35%']}"
Trine 4: The Nightmare Prince,"['Multiplayer, Platformer, Adventure, Puzzle, Indie']",['Modus Games'],['3.62 GB'],"['NA/EU', 'October  8, 2019JP', 'October 10, 2019']",80,7.7,"['English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$21.62', '-28%'], 'Walmart': ['Physical', '$21.62', '-28%']}"
Mark of the Ninja: Remastered,"['Action, Platformer, Indie']",['Klei Entertainment'],['3.607 GB'],"['October  9, 2018']",89,8.3,"['Japanese, English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.99', '-75%']}"
Oceanhorn 2: Knights of the Lost Realm,"['Adventure, Action, Role-Playing']",['Cornfox & Bros.'],['2.416 GB'],"['October 28, 2020']",tbd,tbd,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']",{}
PowerA Enhanced Wireless Controller - Black,[],[],[],"['October 31, 2018']",[],[],[],[],"{'Amazon.com': ['Physical', '$37.49', '-25%'], 'Walmart': ['Physical', '$37.49', '-25%']}"
Shovel Knight: Treasure Trove,"['Action, Adventure, Platformer']",['Yacht Club Games'],['310 MB'],"['NA/EU', 'March  3, 2017JP', 'May 30, 2017']",91,8.2,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Best Buy': ['Digital Download', '$24.99', '-38%'], 'GameStop': ['Digital Download', '$24.99', '-38%'], 'Humble Store': ['Digital Download', '$24.99', '-38%'], 'Target': ['Digital Download', '$24.99', '-38%'], 'Walmart': ['Digital Download', '$24.99', '-38%']}"
Joy-Con (L/R) – Gray,[],[],[],"['March  3, 2017']",[],[],[],[],"{'Amazon.com': ['Physical', '$69.00', '-14%'], 'Walmart': ['Physical', '$69.00', '-14%']}"
NBA 2K20,['Sports'],['2K Games'],['41.33 GB'],"['September  6, 2019']",73,1.8,"['Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Digital Download', '$29.99', '-50%'], 'Walmart': ['Physical', '$29.83', '-50%'], 'Best Buy': ['Physical', '$29.99', '-50%'], 'GameStop': ['Physical', '$29.99', '-50%'], 'Target': ['Physical', '$29.99', '-50%']}"
Alternate Jake Hunter: DAEDALUS The Awakening of Golden Jazz,['Adventure'],['Arc System Works'],['2.425 GB'],"['May 23, 2019']",tbd,tbd,"['Japanese, English']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.80', '-88%']}"
Trials Rising,"['Racing, Platformer, Multiplayer']",['Ubisoft'],['10.16 GB'],"['NA/EU', 'February 26, 2019JP', 'February 28, 2019']",78,7.7,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-70%']}"
Blacksad: Under the Skin,"['Action, Adventure']",['Microïds'],['22.029 GB'],"['December 10, 2019']",60,3.2,"['English, Spanish, French, German, Italian, Dutch, Russian']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$19.99', '-60%']}"
MudRunner - American Wilds,"['Adventure, Racing, Simulation']",['Focus Home Interactive'],['3.126 GB'],"['NA/EU', 'November 27, 2018JP', 'June 18, 2020']",tbd,tbd,"['English, French, Portuguese, Spanish, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$23.54', '-22%']}"
Thief Simulator,"['Simulation, Adventure, Strategy']",['Forever Entertainment'],['2.974 GB'],"['May 16, 2019']",tbd,4.6,"['English, Spanish, German, Italian, Portuguese, Russian']","['TV, Tabletop, Handheld']",{}
Unrailed!,"['Indie, Action, Arcade, Party, Multiplayer']",['Daedalic Entertainment'],['683 MB'],"['September 23, 2020']",69,tbd,"['Japanese, English, Spanish, French, Portuguese, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$14.99', '-25%']}"
GOD EATER 3,['Action'],['BANDAI NAMCO Entertainment'],['14.887 GB'],"['July 12, 2019']",74,7.2,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$29.99', '-50%']}"
The Tiny Bang Story,"['Puzzle, Adventure, Music']",['Ellada Games'],['230 MB'],"['NA/EU', 'October  4, 2019JP', 'March  5, 2020']",tbd,tbd,"['Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.99', '-70%']}"
Resident Evil Triple Pack,"['Action, Adventure']",['Capcom'],['14.9 GB'],"['October 29, 2019']",tbd,7.6,[],[],"{'Amazon.com': ['Physical', '$37.88', '-37%']}"
Into the Dead 2,"['Action, Action, Arcade']",['Versus Evil'],['1.506 GB'],"['October 25, 2019']",46,6.1,"['Japanese, English, Spanish, Portuguese, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$23.97', '-31%'], 'GameStop': ['Physical', '$23.97', '-31%']}"
Semblance,"['Puzzle, Platformer, Adventure']",['Gambitious'],['2.918 GB'],"['July 24, 2018']",74,7.2,"['Japanese, English, French, German, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-80%']}"
South Park: The Stick of Truth,"['Role-Playing, Adventure, Strategy']",['Ubisoft'],['5.481 GB'],"['September 25, 2018']",82,8.4,"['English, German, Spanish, French, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$11.99', '-60%']}"
SENRAN KAGURA Peach Ball,"['Action, Board Game, Party, Communication']",['Marvelous (XSEED)'],['5.252 GB'],"['July  9, 2019']",62,7.4,"['English, French']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$29.99', '-25%']}"
Death Squared,"['Puzzle, Party, Multiplayer']",['SMG Studio'],['740 MB'],"['NA/EU', 'July 13, 2017JP', 'November  2, 2017']",78,7.7,"['Japanese, English, Spanish, French, German, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.99', '-80%']}"
Crawl,"['Multiplayer, Action, Role-Playing, Party']",['Powerhoof'],['249 MB'],"['December 19, 2017']",82,8.5,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.99', '-67%']}"
Tower of Babel - no mercy,"['Multiplayer, Arcade, Party, Action']",['DNA Studios'],['182 MB'],"['February 21, 2020']",70,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$1.99', '-80%']}"
Regions of Ruin,"['Role-Playing, Action, Strategy, Platformer']",['JanduSoft'],['831 MB'],"['December 23, 2019']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']",{}
Sports Party,"['Sports, Party, Arcade']",['Ubisoft'],['3.236 GB'],"['NA/EU', 'October 30, 2018JP', 'November 15, 2018']",57,5.0,"['Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'GameStop': ['Physical', '$17.97', '-55%']}"
Arcade Spirits,['Adventure'],['PQube'],['1.029 GB'],"['May  1, 2020']",74,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$15.99', '-20%']}"
Mario + Rabbids Kingdom Battle Gold Edition,"['Adventure, Strategy']",['Ubisoft'],['4.438 GB'],"['NA', 'November 16, 2017EU', 'November 23, 2017']",tbd,6.8,[],[],"{'Nintendo eShop': ['Digital Download', '$19.99', '-75%']}"
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,"['Adventure, Platformer, Action']",['THQ Nordic'],['11.096 GB'],"['NA/EU', 'June 23, 2020JP', 'August 20, 2020']",66,8.6,"['Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$24.99', '-17%'], 'Target': ['Physical', '$24.99', '-17%'], 'Walmart': ['Physical', '$24.99', '-17%']}"
Animal Crossing: New Horizons,['Simulation'],['Nintendo'],['6.85 GB'],"['March 20, 2020']",90,5.4,"['Japanese, English, Spanish, French, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$49.94', '-17%'], 'Walmart': ['Physical', '$49.94', '-17%'], 'Best Buy': ['Physical', '$49.99', '-17%']}"
Dead Synchronicity: Tomorrow Comes Today,['Adventure'],['Badland Games'],['2.199 GB'],"['November 21, 2017']",72,7.0,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.89', '-74%']}"
Sunless Sea: Zubmariner Edition,"['Role-Playing, Adventure, Simulation, Strategy']",['Digerati'],['2.682 GB'],"['April 23, 2020']",73,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$12.99', '-35%']}"
ONE PIECE: PIRATE WARRIORS 4,['Action'],['BANDAI NAMCO Entertainment'],['12.392 GB'],"['March 27, 2020']",69,6.9,"['English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$29.99', '-50%'], 'Best Buy': ['Physical', '$29.99', '-50%'], 'GameStop': ['Physical', '$29.99', '-50%'], 'Walmart': ['Physical', '$29.99', '-50%']}"
I Am The Hero,"['Arcade, Fighting, Action, Adventure']",['Ratalaika Games'],['455 MB'],"['November 30, 2018']",64,tbd,"['Japanese, English, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-40%']}"
YOGA MASTER,"['Education, Sports, Training, Lifestyle']",['My World'],['1.359 GB'],"['March 13, 2020']",tbd,7.8,"['English, Spanish, French, German, Italian']","['TV, Tabletop']","{'Nintendo eShop': ['Digital Download', '$19.99', '-20%']}"
Stories Untold,"['Adventure, Puzzle']",['Devolver Digital'],['2.163 GB'],"['NA/EU', 'January 16, 2020JP', 'January 23, 2020']",79,8.5,"['Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$4.99', '-50%']}"
Little Inferno,"['Puzzle, Simulation, Lifestyle']",['Tomorrow Corporation'],['121 MB'],"['NA', 'March 16, 2017EU', 'March 24, 2017JP', 'June  1, 2017']",71,6.8,"['English, Spanish, French, German, Italian, Dutch']","['TV, Tabletop, Handheld']","{'Best Buy': ['Digital Download', '$9.99', '-33%'], 'GameStop': ['Digital Download', '$9.99', '-33%'], 'Target': ['Digital Download', '$9.99', '-33%']}"
Minecraft,"['Action, Adventure, Strategy, Simulation']",['Mojang'],['1.091 GB'],"['June 20, 2018']",[],[],"['Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$23.92', '-20%'], 'Walmart': ['Physical', '$23.92', '-20%'], 'Best Buy': ['Physical', '$23.99', '-20%']}"
MotoGP20,"['Racing, Sports, Simulation']",['Milestone'],['10.998 GB'],"['NA/EU', 'April 23, 2020JP', 'August 27, 2020']",tbd,7.6,"['English, Portuguese, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$19.99', '-50%']}"
The Legend of Heroes: Trails of Cold Steel III - Extracurricular Edition,[],[],[],[],[],[],[],[],"{'GameStop': ['Physical', '$39.99', '-33%']}"
SteamWorld Dig,"['Platformer, Action, Adventure, Puzzle']",['Image & Form International'],['124 MB'],"['NA/EU', 'February  1, 2018JP', 'July  5, 2018']",75,7.7,"['Japanese, English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.49', '-75%']}"
Deponia,['Adventure'],['Daedalic Entertainment'],['1023 MB'],"['April 24, 2019']",64,5.7,"['Portuguese, English, Spanish, French, German, Italian, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$3.99', '-90%']}"
Wenjia,"['Platformer, Action, Adventure, Puzzle']",['indienova'],['1.646 GB'],"['March 26, 2020']",tbd,tbd,"['Japanese, English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.59', '-30%']}"
Crayola Scoot,"['Action, Sports, Racing, Arcade']",['Outright Games'],['985 MB'],"['NA', 'October 16, 2018EU', 'October 26, 2018']",74,tbd,"['English, Spanish, French, German, Italian']","['TV, Tabletop, Handheld']","{'Walmart': ['Physical', '$22.72', '-24%']}"
Pokémon Shield,"['Adventure, Role-Playing']",['Nintendo'],['12.417 GB'],"['November 15, 2019']",80,4.6,"['Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$39.99', '-33%'], 'Best Buy': ['Physical', '$39.99', '-33%']}"
Rogue Bit,"['Puzzle, Education, Simulation, Adventure']",['Bigosaur'],['79 MB'],"['NA', 'March 21, 2019EU', 'April 26, 2019']",tbd,tbd,['English'],"['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.49', '-50%']}"
Between Dimensions,[],['11 bit studios'],['24 MB'],"['May 29, 2020']",tbd,tbd,[],[],"{'Nintendo eShop': ['Digital Download', '$5.49', '-21%']}"
Oceanhorn - Monster of Uncharted Seas,"['Action, Adventure, Role-Playing']",['FDG Entertainment'],['462 MB'],"['June 22, 2017']",66,7.3,"['Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$7.49', '-50%']}"
Cat Quest II,"['Adventure, Role-Playing, Action, Indie']",['PQube'],['958 MB'],"['NA/EU', 'October 24, 2019JP', 'February  6, 2020']",77,8.0,"['Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$10.04', '-33%']}"
The Long Journey Home,['Adventure'],['Daedalic'],['2.819 GB'],"['September  4, 2019']",58,tbd,"['English, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.99', '-80%']}"
LEGO Marvel Super Heroes 2 Deluxe Edition,[],[],['11.73 GB'],"['February 12, 2019']",[],[],[],[],"{'Nintendo eShop': ['Digital Download', '$13.49', '-70%']}"
"STAY COOL, KOBAYASHI-SAN!: A RIVER CITY RANSOM STORY","['Action, Action, Adventure']",['Arc System Works'],['798 MB'],"['November  7, 2019']",46,tbd,"['Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$5.60', '-60%']}"
Anima: Gate of Memories - Arcane Edition,"['Role-Playing, Action, Adventure, Fighting']",['Badland Games'],['6.185 GB'],"['June 29, 2018']",tbd,tbd,"['English, Spanish, French']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$10.49', '-65%']}"
LEGO Jurassic World,['Action'],['WB Games'],['4.765 GB'],"['NA/EU', 'September 17, 2019JP', 'November 21, 2019']",71,7.1,"['Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$11.99', '-70%']}"
Buildings Have Feelings Too!,[],[],[],[],tbd,tbd,[],[],"{'Walmart': ['Physical', '$29.99', '-14%']}"
Anima: Gate of Memories,"['Role-Playing, Action, Adventure, Fighting']",['BLG Publishing'],['4.567 GB'],"['June 29, 2018']",tbd,6.1,"['English, Spanish, French']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$6.99', '-65%']}"
Planescape: Torment and Icewind Dale: Enhanced Editions,"['Role-Playing, Adventure']",['Beamdog'],['4.669 GB'],"['October 15, 2019']",73,5.9,"['English, French, German']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$29.50', '-41%']}"
Witcheye,"['Adventure, Platformer, Action, Arcade']",['Devolver Digital'],['467 MB'],"['NA/EU', 'August 27, 2020JP', 'September 10, 2020']",69,tbd,"['Japanese, English, Spanish, French, Portuguese, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)']","['TV, Tabletop, Handheld']","{'Nintendo eShop': ['Digital Download', '$2.49', '-50%']}"
Donkey Kong Adventure,[],['Ubisoft'],['1.499 GB'],"['June 26, 2018']",82,8.2,[],[],"{'Nintendo eShop': ['Digital Download', '$7.49', '-50%']}"
Harvest Moon: Light of Hope Special Edition,"['Role-Playing, Simulation']",['Natsume'],['998 MB'],"['NA', 'May 29, 2018EU', 'June 28, 2018']",62,4.4,"['English, French, German']","['TV, Tabletop, Handheld']","{'Amazon.com': ['Physical', '$30.01', '-25%']}"
